id,city,shop_name,address,contact_phone,business_hours,ranking,overall_rating,reviews_count,review_category,visitor_rating,visitor_review
,哈尔滨,阿吉豆,哈尔滨南岗区 学府路1号凯德广场B1楼,,,,3.5 分,(2条点评),全部(2)◆很好(0)◆好(1)◆一般(1)◆差(0)◆很差(0)◆,,阿吉豆适合年轻女生，东西比较快时尚
,哈尔滨,九街欧洲show场(买手店),哈尔滨道里区 红霞街29-1号,,,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,东西很齐全，没有你买不到的，只有你想不到的
,哈尔滨,J&M(凯德广场店),哈尔滨南岗区学府路1号凯德广场3楼(哈师大附中对面),,,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,位置不错，周末人更多的，推荐这家
,哈尔滨,JUCY JUDY,哈尔滨南岗区 学府路1号凯德广场,,,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,商品：4 环境：4 服务：3,无意之中路过的服饰店刚好在打折价格方面几乎都是5折 划算的衣服款式适合年轻人
,哈尔滨,NARSI(远大购物中心南岗店),果戈里大街378号远大购物中心4层,,,,4.0 分,(7条点评),全部(7)◆很好(0)◆好(7)◆一般(0)◆差(0)◆很差(0)◆,,这几年这个牌子在年轻人的心目中，还是渐渐铺开了一定的地位，因为它的价格比起那些奢侈品牌的价格还是便宜了不少，但是每一件东西用后的效果还不错
,哈尔滨,范记永食品,哈尔滨道外区 南勋街,,,,4.7 分,(7条点评),全部(7)◆很好(5)◆好(2)◆一般(0)◆差(0)◆很差(0)◆,,【服务】不看【环境】可以【商品】赞
,哈尔滨,天浩烟酒行,哈尔滨道里区 友谊路146号,,,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,商品：4 环境：4 服务：4,路过，不大的点，烟酒品种很全。
,哈尔滨,星莎购物广场,红军街(近国际饭店),,每天 09:00 - 21:00,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,尽管游客不少，但是商场消费者并不多，人少时，休息是个好地方！
,哈尔滨,欧舒丹(松雷商业大厦),哈尔滨南岗区 东大直街329号松雷商业大厦1楼(近建设街),,,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,商品：4 环境：4 服务：4,这里的环境还是相当不错的，而且可以在这里拿一些试用装回去用一下，在这种这么干的天气下，用着这种还是蛮不错的，而且环境也是不错。
,哈尔滨,红旗综合市场,黑龙江省哈尔滨市道外区淮河路107号,,,,4.9 分,(8条点评),全部(8)◆很好(7)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,东西很全，很不错的购物场所，在这里能买到非常全的东西，肉什么的都有，各种品牌都有，菜也很新鲜，调料什么的都有，还有面食。
,哈尔滨,家得乐超市(利民开发区学院),利民开发区学院路志华商城附近(宏信路),,,,5.0 分,(2条点评),全部(2)◆很好(2)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,商品：5 环境：5 服务：5,商品齐全，物美价廉，服务周到，方便快捷
,哈尔滨,馨达米业,黑龙江省哈尔滨市道外区先锋路280号,,周一至周日 09:00-18:00,,4.8 分,(4条点评),全部(4)◆很好(3)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,这里货品齐全，质量优良，价格公道，服务态度很好，值得去看看
,哈尔滨,得莫利服务区-超市,黑龙江省哈尔滨市方正县得莫利服务区鑫江南春大酒店,,,,5.0 分,(3条点评),全部(3)◆很好(3)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,这个建立于得莫利服务区的超市，虽然说经营和销售的商品以小吃类和携带方便为主，但看起来干净卫生的环境，还是吸引好多顾客前来光顾。
,哈尔滨,第九药店,哈尔滨市巴彦县东直路馨馨花园2期东门东北侧约30米,,,,5.0 分,(3条点评),全部(3)◆很好(3)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,这个药店的库存量很大，中西医药都非常奇齐，更难得是来自当地产的黑枸杞、锁阳等珍贵药材，少了许多运输加工和批发程序，质量上得到保障。
,哈尔滨,正阳物流园,黑龙江省哈尔滨市平房区南海路2号,,,,3.2 分,(5条点评),全部(5)◆很好(2)◆好(1)◆一般(0)◆差(0)◆很差(2)◆,商品：5 环境：5 服务：5,正阳家电在哈尔滨已经经营了二十二个年头，从最初的小型家电商场，做到了如今大型的综合商贸体，不容易！现在的正阳家电物流园位于平房开发区，位置算是偏僻了一些，不过胜在价格优势和购物环境好。一楼二楼是家电商场，四楼五楼是家具商场，商品一应俱全。正阳的超市更是别具一格，几乎就是进口商品超市，占了很大的份额，感兴趣的可以去看看啊！
,哈尔滨,美视达眼镜(工大店),哈尔滨南岗区 西大直街67号(工大对面),,,,4.0 分,(6条点评),全部(6)◆很好(4)◆好(0)◆一般(1)◆差(0)◆很差(1)◆,,美视达眼镜工大店，验光师很专业，服务态度好，配镜度数准确，配镜快，非常方便，价格靠谱，性价比高，距离工大非常近，很方便。
,哈尔滨,哈尔信烘焙(中央商场店),哈尔滨市道里区中央大街100号中央商城B1,0451-84654737,,,4.2 分,(6条点评),全部(6)◆很好(1)◆好(5)◆一般(0)◆差(0)◆很差(0)◆,,超市位于繁华的中央大街商圈，规模比较大，店内环境整洁，售卖的商品种类丰富，价格适中。
,哈尔滨,王佳佳的回忆小铺,东北农业大学院内家属区,15846629698,09:00-16:00 周一至周日,,4.2 分,(5条点评),全部(5)◆很好(2)◆好(2)◆一般(1)◆差(0)◆很差(0)◆,,高端大气上档次，低调奢华有内涵
,哈尔滨,晨兴仓买,和兴七道街杨记麻辣烫西(近文兴路),,周一至周日 全天;,,4.7 分,(6条点评),全部(6)◆很好(4)◆好(2)◆一般(0)◆差(0)◆很差(0)◆,,商品齐全，【环境】整洁【服务】周到
,哈尔滨,东北特产专卖(机场店),太平镇太平国际机场候机室,,,,4.5 分,(10条点评),全部(10)◆很好(5)◆好(5)◆一般(0)◆差(0)◆很差(0)◆,商品：5 环境：5 服务：5,死贵死贵的啊！街里38元一斤，到这里就五十啊。有钱人消费的地方，有钱任性啊，不过环境还是很好的，还有就是在街里没有找到地方的，在这里品尝一下味道。
,哈尔滨,人和革新市场(12号门),革新街与黑山街交叉口东50米,13804508294,,,3.0 分,(1条点评),全部(1)◆很好(0)◆好(0)◆一般(1)◆差(0)◆很差(0)◆,商品：3 环境：3 服务：3,一家位于果戈里大街的地下商场，这里的商品种类非常丰富，不过都以老百姓日常消费的东西为主，价格相对比较便宜。地下的购物环境比较拥挤。
,哈尔滨,新盛隆商厦,黑龙江省哈尔滨市道里区透笼街93号,0451-87058555,全年 08:00-17:00,,3.0 分,(1条点评),全部(1)◆很好(0)◆好(0)◆一般(1)◆差(0)◆很差(0)◆,商品：3 环境：3 服务：3,商品种类不算少，地点也比较方便。
,哈尔滨,衣香丽影女装,哈尔滨南岗区红旗大街301号会展中心家乐福,45182363226,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,商品：3 环境：4 服务：4,买过一件衣服，试样品时候觉得好看，买回去可能由于样式有点复杂，没熨好，穿着不满意，一次没穿过
,哈尔滨,金街购物广场,黑龙江省哈尔滨市阿城区解放大街131号,,全年 10:00-21:30,,3.0 分,(1条点评),全部(1)◆很好(0)◆好(0)◆一般(1)◆差(0)◆很差(0)◆,商品：3 环境：3 服务：3,这也是一家位于果戈里大街的购物广场，因为这个地方客流量比较大，所以销售会比较旺盛。购物环境相对来说也比较一般，商品的种类还比较多。
,哈尔滨,新吉购物中心,哈尔滨市南岗区宣化街288号,0451-87024222,,,4.8 分,(5条点评),全部(5)◆很好(4)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,有超市，有电影院，空间很大，随便玩
,哈尔滨,百货大楼购物中心,黑龙江省哈尔滨市延寿县西同庆街20号,,全年 10:00-21:30,,5.0 分,(3条点评),全部(3)◆很好(3)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,这个地方叫做百货大楼购物中心的确名不虚传，因为这儿占地面积大，货物容纳量多得已经不止百货而言了，因此，消费者都喜欢来此地购物。
,哈尔滨,瓦房店轴承,南勋街平山建材商店旁,,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,一个老国企了，技术实力还是有的，历史悠久！中国第一轴承品牌，各种轴承都可以生产，国家重点骨干企业！必须改革了，生产效率不行啊！
,哈尔滨,老太平超市(太平店),黑龙江省哈尔滨市道外区太平大街171号,,,,4.4 分,(5条点评),全部(5)◆很好(3)◆好(1)◆一般(1)◆差(0)◆很差(0)◆,,还是非常不错的一家超市，连锁的，都很棒，比那些大超市便宜很多，而且品类也很齐全，属于大型超市和便利店中间的规模，很喜欢呢！
,哈尔滨,金稻场五常大米,三大动力路104号,,,,5.0 分,(7条点评),全部(7)◆很好(7)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,黑土地的大米非常好吃 比南方的米强
,哈尔滨,BEAUME(哈西高铁站),哈尔滨市南岗区丽江路哈尔滨西站F3,,,,5.0 分,(2条点评),全部(2)◆很好(2)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,不错，喜欢，哪怕倒车都要从哈西高铁站走，有说不错的感觉吧。
,哈尔滨,哈尔滨市第一百货商店,兆麟街76号,,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,1936年11月11日，在哈尔滨道里区石头道街与地段街拐角，一栋新建的五层大楼——丸商百货店开张营业。丸商百货店是日商经营的企业，董事长相见幸八，经理胜矢幸雄。丸商百货店共经营约9个年头，于抗日战争胜利前夕关闭。1946年，哈尔滨解放，东北政委会下辖的北满贸易总公司将已关闭闲置的丸商百货店辟为商场，称松花江第一商场，并于同年7月1日开业。这就是哈尔滨第一百货的前身。这里至今还很红火。
,哈尔滨,人民同泰药店滨江店,滨江街57号,,周一至周日 全天;,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,商品齐全，价格实惠。环境优雅。
,哈尔滨,人民同泰药店赣水店,赣水路179号,,周一至周日 全天;,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,规模挺大的，药品种类齐全，价格适中。
,哈尔滨,顺达雁窝岛酒,六顺街155-7号,,,,5.0 分,(2条点评),全部(2)◆很好(2)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,商品：5 环境：5 服务：5,因工作参观学习了雁窝岛酒厂 有36度 66度 几种品类 望北大荒精神能酿出更好的美酒 酒后不开车 开车就不要美酒佳人了 …
,哈尔滨,361°,中央大街(近西十三道街),,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,商品：5 环境：5 服务：5,还可以!值得!
,哈尔滨,美特斯邦威,南三道街与靖宇街交叉口旁(老鼎丰对面),,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,商品：5 环境：5 服务：5,美特斯邦威是浙江温州的浙商创立的休闲服饰品牌，再坚持本土特色的基础上，慢慢的走向国际化，2005年还创办了上海美特斯邦威服饰博物馆，是国内目前规模最大的服饰博物馆。美特斯邦威的服饰价格便宜，品质优秀，特别是在青少年服饰研究方面有独到的见解！
,哈尔滨,鑫长安城仓买,南直路355号,,周一至周日 07:00-22:00,,5.0 分,(4条点评),全部(4)◆很好(4)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,产品全 价格实惠 离小区很近 购物方便
,哈尔滨,ecco,中源大道16999号枫叶小镇奥特莱斯A1123-1124,,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,商品：5 环境：5 服务：5,爱步是来自北欧丹麦的一个鞋履品牌，设计比较简洁，穿着很舒适。奥特莱斯会经常组织一些折扣活动，一般会拿到比较合适的价格，没事，逛枫叶小镇我都会到这里来看一看能否淘到宝贝！
,哈尔滨,海利水果超市,邮政街86号(铁岭街口),15045025298,周一至周日 10:00-18:00,,4.0 分,(2条点评),全部(2)◆很好(1)◆好(0)◆一般(1)◆差(0)◆很差(0)◆,商品：3 环境：3 服务：3,还可以，东西便宜，就是人多，排了好久
,哈尔滨,生福超市汉堡王,文政街卖多零食店旁,13029722667,,,4.7 分,(6条点评),全部(6)◆很好(4)◆好(2)◆一般(0)◆差(0)◆很差(0)◆,,感觉非常不错的地方  非常推荐给大家
,哈尔滨,梦琪便利店,万隆路60号c1栋x单元1-2层c5-8号,15246706214,周一至周日 10:00-22:00,,4.0 分,(2条点评),全部(2)◆很好(0)◆好(2)◆一般(0)◆差(0)◆很差(0)◆,,商品中类挺多的，环境一般，服务不错
,哈尔滨,大发仓买(绥化路),绥化路,0451-51879502,周一至周日 06:00-24:00,,4.3 分,(3条点评),全部(3)◆很好(1)◆好(2)◆一般(0)◆差(0)◆很差(0)◆,,商品种类齐全，附近购物很方便，服务也很好。
,哈尔滨,升元韩国辣菜专卖店,哈尔滨南岗区 果戈里大街225号,,9：30-18:00,,4.7 分,(3条点评),全部(3)◆很好(2)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,他们家的辣菜种类很多，味道非常好。
,哈尔滨,太阳岛大药房,和平路与民生路交叉口西南角,0451-82609009,,,5.0 分,(9条点评),全部(9)◆很好(9)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,老板娘好，药品全，店内卫生干净，药品摆放整齐
,哈尔滨,一手店(安通店),黑龙江省哈尔滨市香坊区安通街安通超市44号,18945669135,,,5.0 分,(7条点评),全部(7)◆很好(7)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,连锁熟食专卖店，口味略咸！！！
,哈尔滨,米老鼠时尚烤肉拌饭,农大木材街44号,"1,874,506,377,618,740,000,000",周一至周日 08:00-24:00,,4.4 分,(30条点评),全部(30)◆很好(22)◆好(4)◆一般(0)◆差(1)◆很差(3)◆,,烤肉不错，经常去吃，品质和颜值一直在线。关键环境也很好，没有烟味，吃饭很轻松，他家的肉类都还不错可以放心点，每次去早一些，不然后面人多了要排队哦。
,哈尔滨,老王麻子膏药,黑龙江省哈尔滨市道外区大新街70号201室(近大白楼),45188338310,早8：00~晚17：00,,1.0 分,(1条点评),全部(1)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(1)◆,,商品齐全 地方有点儿难找 药不错
,哈尔滨,天一商城,东同庆街37号,,,,5.0 分,(2条点评),全部(2)◆很好(2)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,这个在延寿被称为天一商城的购物平台，商品多得数不胜数，为广大消费者顾客购物提供了一个好平台，更为灵活的是商城分版块的商家，经常开展各种活动，以此促销推动作用。
,哈尔滨,泉府商场,通江街,,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,招商引资项目，在泉府路，顾客多
,哈尔滨,天翔商场,Provincial Highway 222,,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,一家大型老牌商城，周边居民过来消费多
,哈尔滨,国泉商城(香坊大街店),黑龙江省哈尔滨市香坊区香坊大街38号,,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,商品：5 环境：4 服务：4,国泉商城，是利用香坊大街上从红旗大街到横道街的一段人防工程修建的地下商城。商城里的商家众多，服装鞋帽、食品、化妆品、小家电、超市等等一系列商品一应俱全，因为地处城乡结合部，客源也是很丰富！
,哈尔滨,康佳综合商场,哈尔滨市方正县通江街59号,,,,5.0 分,(2条点评),全部(2)◆很好(2)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,品种繁多 应有尽有 让你一站买齐
,哈尔滨,供销商场,G1211吉黑高速(山河镇卫生院西北),,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,一家老商城，环境不错，供销社下属单位
,哈尔滨,秋林红肠公路大桥,哈尔滨市道里区哈药路471号(肯德基对面),,,,5.0 分,(2条点评),全部(2)◆很好(2)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,哈尔滨红肠还得吃秋林的，这个最正宗
,哈尔滨,合众庆阳商场,哈尔滨市尚志市亚庆公路黑龙江省农村信用社东北侧约100米,,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,老商店了，周边居民过来消费的！
,哈尔滨,东棵市场,先锋路138号,,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,商品：5 环境：5 服务：5,这个市场，还是很好的，买菜很方便
,哈尔滨,果果干锅煎肉饭,延兴路96-10号,15114581983,,,5.0 分,(6条点评),全部(6)◆很好(6)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,哈尔滨的特色煎肉饭，非常香，煎肉好吃，配菜也好吃。服务热情。
,哈尔滨,哈汇文书店(香坊大街店),香坊大街副148号-2,"0451-87989255,13351987713",周一至周日 全天;,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,环境超好，适合在那待一天。可以聊天
,哈尔滨,鑫源花艺,果戈里大街458号,"0451-86484787,0451-53634181",周一至周日 07:00-22:00,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,本想去看看书店，没想到9:00才开门，花店开门早，品种繁多，送花的人一定是有情趣的人。
,哈尔滨,莉莉安创意水果花(索菲亚店),石头道街96号，人和索菲春天B15(索菲亚教堂麦当劳下楼附近),"0451-84631253,13904614292",周一至周日 09:00-19:00,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,莉莉安创意水果花有创意，满意！
,哈尔滨,跨越医疗器械,黑龙江省哈尔滨市道外区靖宇街282号,0451-88924575,周一至周日 08:00-17:30,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,商品：4 环境：4 服务：4,一家卖医疗器械的小店子，比较单一
,哈尔滨,皮草评论排行榜,机场路191号,13704518355,周一至周日 09:00-17:00,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,这个皮草南方穿的时间毕竟很少，哈尔滨需要
,哈尔滨,雅戈尔(哈尔滨中央大街自营店),中央大街107号,0451-84610227,,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,商品：4 环境：4 服务：4,大街两边不少的商铺有卖衣服的，有吃的。雅戈尔这种建筑也是，一座有特色的建筑，而且他这里的占地面积很大，可见他们家也挺牛的
,哈尔滨,百姓生活超市,保健路94号,"0451-86297373,15245002838",8:00-20:00,,4.7 分,(3条点评),全部(3)◆很好(2)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,东西很全 想买的商品基本都有 经常去
,哈尔滨,花无缺鲜花礼品店,学府路382号,13603643251,周一至周日 08:00-21:00,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,可能是古龙大侠的小说迷所以对他的名字也
,哈尔滨,沁园春名茶,壹品茶城2-42号,15663711170,周一至周日 09:00-18:00,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,商品还行，不多也不少，环境还可以，价格贵
,哈尔滨,哈肉联食品(中央大街店),大安街24号,15765563479,,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,商品：4 环境：4 服务：4,在中央大街闲逛，被他们橱窗里展示的那一个肉长堆成的树吸引住了，这一家也是一家专门靠卖哈尔滨香肠的地方，有外卖窗口卖烤肠，买了一根吃
,哈尔滨,大庄园肉业直营专卖店(武源街店),黑龙江省哈尔滨市道外区武源街20号,18646167955,,,4.9 分,(7条点评),全部(7)◆很好(6)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,老顾客了，每周都来，非常值得，已经疯狂安利给身边的朋友们了！
,哈尔滨,益发药店,宏伟路泉林都市户外北旁,0451-57677888,,,4.8 分,(6条点评),全部(6)◆很好(5)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,位置很好找，虽然是周末来的，但�️停车位还挺多的，非常方便
,哈尔滨,卡罗拉花艺馆,友谊路380号(报业大厦对面),"0451-84215484,18346066168",8:00-21:00,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,商品：4 环境：4 服务：4,这家店物美价廉，生意很好。经常要排队
,哈尔滨,法国香榭尔红酒(平房店),建文街15号,13633617744,08:30 - 18:00,,4.2 分,(6条点评),全部(6)◆很好(2)◆好(3)◆一般(1)◆差(0)◆很差(0)◆,,红酒种类非常多，尤其进口的特别多。
,哈尔滨,A辣妈私房小厨(安丰街),安丰街31号,18844708333,周一至周日 08:00-22:00,,4.5 分,(2条点评),全部(2)◆很好(1)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,商品：4 环境：4 服务：4,辣妈餐厅里吃饭还好 就是烟有点大
,哈尔滨,哈尔滨机场(免税店),道里区国际机场,,,,4.1 分,(7条点评),全部(7)◆很好(4)◆好(2)◆一般(0)◆差(0)◆很差(1)◆,商品：1 环境：1 服务：1,国内最差机场，几十年不变，服务人员国内最差，尤其是女服务员
,哈尔滨,蒙牛(大学生乐购超市),联发街副17号,15245068311,,,5.0 分,(3条点评),全部(3)◆很好(3)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,商品：5 环境：5 服务：5,乐购超市，东西质量有保障，价格合理。
,哈尔滨,建国医药河松分店,河松街161号(河松小区302栋2号门市),0451-83373381,,,5.0 分,(4条点评),全部(4)◆很好(4)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,商品：5 环境：5 服务：5,药品齐全价格亲民，环境干净整洁，药品摆放错落有致，一目了然。服务态度很好，专人一对一服务！下次还是来这家药店买药！
,哈尔滨,华润雪花啤酒有限公司哈尔滨分公...,民益街７８号联通大厦２２层,4001851519,,,5.0 分,(2条点评),全部(2)◆很好(2)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,非常喜欢雪花啤酒，口感不错，一提起雪花就让人激情四射，勇闯天涯！
,哈尔滨,地天泰大药房,黑龙江省哈尔滨市南岗区文景街102-2号,0451-89227168,,,5.0 分,(5条点评),全部(5)◆很好(5)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,这里的商品非常齐全完善啊！环境也不错的，服务态度很好哦！
,哈尔滨,同寿堂大药房,海关街59号,0451-83199593,,,5.0 分,(3条点评),全部(3)◆很好(3)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,商品：5 环境：5 服务：5,便民大药房，质量好，价格合理。
,哈尔滨,人民同泰药店新乡店,顾乡大街附7号,,周一至周日 全天;,,4.8 分,(5条点评),全部(5)◆很好(4)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,人民同泰药店新乡店，   位置好，服务态度也不错
,哈尔滨,印双杰生鲜超市(征仪路店),征仪路283号,,周一至周日 08:00-20:30,,4.5 分,(2条点评),全部(2)◆很好(1)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,商品：5 环境：4 服务：4,百姓的超市，主要卖青菜，水果，菜新鲜，价格不贵，但是服务质量得改进，服务员一点服务理念都不讲。
,哈尔滨,融惠微利超市(黎华店),黑龙江省哈尔滨市道外区安华街92号黎华小区A16栋,18846151860,,,4.8 分,(5条点评),全部(5)◆很好(4)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,价格很实惠，小区里面位置不好但是价格还可以吧
,哈尔滨,炭火烤鲜肉,松花江街道邮政街428号东南,0451-83858349,,,4.8 分,(10条点评),全部(8)◆很好(6)◆好(2)◆一般(0)◆差(0)◆很差(0)◆,,快去汉正街这家巷子里的火锅吃毛肚包虾滑主打现S鲜货的炭火老灶火锅砂锅煮的纯牛油锅底太香了个人最爱鲜活基围虾 毛肚包虾滑和香菜牛肉夏天也和我一样喜欢吃火锅的一定要去试试！
,哈尔滨,哈肉联食品(淮河路店),黑龙江省哈尔滨市道外区淮河路133号,18346011377,全年 08:00-19:00,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,机场商店,中心路,,,,4.6 分,(5条点评),全部(5)◆很好(3)◆好(2)◆一般(0)◆差(0)◆很差(0)◆,,机场商店大家应该都懂得，也就那么回事
,哈尔滨,嘉诚大药房,学府路248号,,周一至周日 09:00-22:00,,4.6 分,(5条点评),全部(5)◆很好(3)◆好(2)◆一般(0)◆差(0)◆很差(0)◆,,药品特别齐全 服务态度特别热情
,哈尔滨,GUESS(金安中央大街店),中央大街69号金安国际购物广场1层,,周一至周日 09:00-21:00,,3.0 分,(3条点评),全部(3)◆很好(0)◆好(0)◆一般(3)◆差(0)◆很差(0)◆,,这是一家面向全球年轻人的时尚品牌，虽然价格略贵，但是在年轻人中还是很受欢迎，经常在各种时尚杂志中被提起并且推荐，款式和质地都不错！
,哈尔滨,大润商,大方里小区108栋1单元701室(有电梯),15146849621,,,5.0 分,(2条点评),全部(2)◆很好(2)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,商品：5 环境：5 服务：5,商品全，，价格优惠，，采买方便。。
,哈尔滨,百果园水果生鲜,工农大街翡翠城110号,13674603978,,,4.8 分,(10条点评),全部(10)◆很好(8)◆好(2)◆一般(0)◆差(0)◆很差(0)◆,,团购买的券，比在店里直接消费划算多了呀，让我觉得物超所值！
,哈尔滨,健康医药连锁大众店,保健路55号,0451-87503876,,,5.0 分,(4条点评),全部(4)◆很好(4)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,药品特别全 经常去他家 服务也很周到
,哈尔滨,启康百姓医药连锁(科研店),黑龙江省哈尔滨市南岗区科研路77号大众新城小区107栋8号,0451-87085062,,,5.0 分,(2条点评),全部(2)◆很好(2)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,商品：5 环境：5 服务：5,商品陈列非常好！需要的药品会帮顾客介绍的很全
,哈尔滨,顺意仓买(三合路店),黑龙江省哈尔滨市香坊区三合路116号乐强小区5栋10号,45182147013,,,5.0 分,(2条点评),全部(2)◆很好(2)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,商品：4 环境：4 服务：4,基本满足大家的需求，太冷门的就不好说了，
,哈尔滨,佳仪鲜花婚庆(平房区店),黑龙江省哈尔滨市平房区保国大街21号195楼2单元1楼1门住宅,18714611520,,,5.0 分,(2条点评),全部(2)◆很好(2)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,不错不错  推荐大家都去试一试
,哈尔滨,哈药集团医药商场,黑龙江省哈尔滨市南岗区学府路95号,0451-84116666,,,5.0 分,(2条点评),全部(2)◆很好(2)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,已经成立二十周年了，在哈药总厂旁边开的，医大二院对面。
,哈尔滨,十里花香花艺简咖啡(通达大街店),黑龙江省哈尔滨市五常市通达大街58号,18746463755,,,5.0 分,(2条点评),全部(2)◆很好(2)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,商品齐全，价格优惠欢迎
,哈尔滨,信诚仓买(南十九道街),南十九道街星宇医药旁,0451-88969618,,,5.0 分,(2条点评),全部(2)◆很好(2)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,商品齐全，价格实惠。服务态度好
