id,city,food_name,likelihood_of_liking,restaurant_list,food_detail_link,food_image_link,food_description
,西安,甑糕,1,"老李家明明肉丸糊辣汤, 西安贾三清真灌汤包子馆(北院门总店), 清真东南亚甑糕, 马文章胖子甑糕(洒金桥店), 清真·刘志斌蜜枣甑糕",https://you.ctrip.com/fooditem/xian7/9761010-p1.html,https://dimg04.c-ctrip.com/images/tg/053/463/396/8da6c5547b8f4620986aa76e9373e6ec_R_220_140.jpg,甑糕历史悠久，是西安和关中地区特有的传统风味小吃，大街小巷随处可见甑糕摊贩。甑糕又名水晶龙凤糕，是将红枣和糯米相间叠放后，由古老的蒸器甑锅蒸制而成。甑糕色泽鲜艳，红白相间，绵软粘甜，实为冬春早点的佳品。
,西安,西安凉皮,2,"子午路张记(朱雀大街店), 袁家村关中印象体验地, 拴马桩擀面皮(交通医院店), 胖嫂秦镇凉皮, 魏家凉皮(南门店), 西安贾三清真灌汤包子馆(北院门总店), 羊瑞堂铁锅炖小公羊(未央路旗舰店), 秦豫肉夹馍(东木头市总店), 清真盛志望麻酱酿皮铺(大皮院总店), 云老四凉皮(通化门店)",https://you.ctrip.com/fooditem/xian7/7766364-p1.html,https://dimg04.c-ctrip.com/images/1003080000002zwih0803_R_220_140.jpg,西安凉皮是陕西人气小吃，以“白、薄、光、软、筋、香”而闻名全国。西安凉皮是否好吃主要取决于辣椒油，加入上等辣椒、优质菜籽油以及多种香料反复熬制的辣椒油色泽红亮，辣香诱人。夏季吃一碗西安凉皮，洁白的米皮搭配红艳如火的辣椒油，皮子筋道，香辣透心的感觉实在过瘾！
,西安,肉丸胡辣汤,0,"邢老三肉丸糊辣汤腊牛肉夹馍(劳动西路总店), 方中山胡辣汤(西安店), 刘老虎肉丸糊辣汤(从新巷店), 清真马老四肉丁胡辣汤葱花油饼, 老刘家伊味香肉丸糊辣汤专卖, 马奎肉丸糊辣汤腊牛肉夹馍(康乐路店)",https://you.ctrip.com/fooditem/xian7/8023019-p1.html,https://dimg04.c-ctrip.com/images/tg/153/719/050/d0b0b0695f4f4783bcc787f1e2066b59_R_220_140.jpg,肉丸胡辣汤是西安回民清真名吃，也是广受西安人欢迎的早餐之一。先用牛羊骨熬汤，再下牛肉丸、烩菜，然后勾芡而成。汤里食材丰富，有牛肉丸子、土豆块、莲花白、胡萝卜等。吃前浇上店家精心熬制的辣椒油，吃罢舌尖发麻，暖流自胸腹直散到每一个毛孔，通体舒畅。
,西安,锅盔,1,"有才叔的鱼(顺城巷店), 乾州食府(小雁塔店), 长安大牌档之长安集市(赛格旗舰店), 大家羊庄(大雁塔店), 阮家大院农家乐",https://you.ctrip.com/fooditem/xian7/7763306-p1.html,https://dimg04.c-ctrip.com/images/tg/738/049/020/d0162b3738094fa2a85dac30488fc890_R_220_140.jpg,锅盔是一种烤制的面食，因其饼面非常大，且成品的形状又圆又厚像锅盖一般，故名锅盔。锅盔选料细致，麦香馥郁，制成之后切成小块方便食用。其口感劲道，当地人经常搭配牛羊肉汤一起食用，也会在锅盔里加入喜欢的菜品食用。
,西安,涮牛肚,0,"文文烤肉, 小杨烤肉(建设店), 玲玲涮牛肚",https://you.ctrip.com/fooditem/xian7/7756150-p1.html,https://dimg04.c-ctrip.com/images/tg/030/856/740/1791ae82743745d09c288fa24f95f836_R_220_140.jpg,涮牛肚是很有特色的陕西小吃，制作历史非常悠久。脆嫩劲道的牛肚涮烫之后渗入了浓香酱味，再混合上芝麻酱、辣椒酱等调味，嚼劲十足，令人垂涎三尺。
,西安,灌汤包,0,"西安贾三清真灌汤包子馆(北院门总店), 李铁灌汤包(小寨店), 清真老铁家灌汤包",https://you.ctrip.com/fooditem/xian7/7760987-p1.html,https://dimg04.c-ctrip.com/images/1006080000002zvt9A673_R_220_140.jpg,西安地道的灌汤包为清真食品，皮薄馅大，晶莹剔透。灌汤包制作精细，以精粉烫面制皮坯，选用肋条肉为馅心，用鲜骨髓汤打馅，配以十多种上等调料佐味，汤鲜肉香。灌汤包使肉馅与鲜汤巧妙搭配，可以使食客体验到面肉汤三位一体的魅力。
,西安,葫芦头,1,"春发生饭店(南院门店), 陕西第一碗(土门店), 朱秀英梆梆肉葫芦头(琉璃街店), 天发芽何记葫芦头泡馍(报恩寺街店), 春发芽葫芦头(吉祥路店), 诚信和葫芦头泡馍馆(小南门店), 长香源葫芦头梆梆肉(开通巷店)",https://you.ctrip.com/fooditem/xian7/7905682-p1.html,https://dimg04.c-ctrip.com/images/tg/374/089/648/150580f0d9844a95958a621cef0f59e2_R_220_140.jpg,葫芦头历史悠久，源于北宋街市食品中的“煎白肠”，是西安城内有名的传统特色小吃。因猪大肠形似葫芦，因此得名葫芦头。葫芦头肉嫩汤鲜，油香适口，肥而不腻，醇香扑鼻，即是佳肴又是上乘补品。
,西安,辣子蒜羊血,0,"遇见长安(大明宫万达店), 競集守艺人, 岳老三饸饹馆, 长安大牌档之长安集市(赛格旗舰店), 惠记粉汤羊血(小南门店)",https://you.ctrip.com/fooditem/xian7/8022926-p1.html,https://dimg04.c-ctrip.com/images/100m0k000000cbock507C_R_220_140.jpg,陕西的一道传统名菜，将煮好的羊血加上辣子、蒜、醋等各类调料制成。红亮的油泼辣子覆在褐红色的羊血上，羊血如豆腐版鲜嫩可口，辣椒和蒜辣味十足，花椒和小茴等香气扑鼻，满盘皆是红艳似火，色泽诱人。
,西安,小炒泡馍,0,"湘子门牛羊肉小炒(湘子门店), 马洪小炒泡馍馆(钟楼回民街店), 老乌家特色小炒泡馍, 刘峰肉夹馍",https://you.ctrip.com/fooditem/xian7/8023872-p1.html,https://dimg04.c-ctrip.com/images/tg/092/920/911/2c3849125fdc46aba8946bdc3f22360a_R_220_140.jpg,小炒泡馍在当地简称为“小炒”，是回民的清真特色食品。是将泡馍和黄花菜、木耳、青菜、肉类等食材，加上油泼辣子和醋等调料一起炒制制成的。小炒泡馍的味道既有泡馍的浓郁厚重，还有酸辣爽口的独到滋味。
,西安,臊子面,1,"袁家村关中印象体验地, 陕面吧·面麺面, 唐轩阁粤菜餐厅(高新金桥国际店)",https://you.ctrip.com/fooditem/xian7/9764348-p1.html,https://dimg04.c-ctrip.com/images/tg/182/703/505/00e695432beb47eda30f4b0df68f9b1f_R_220_140.jpg,臊子面是陕西的特色传统面食，多达数十种种类。其中，岐山臊子面以“面白薄筋光，油汪酸辣香”的特点成为广为人知的中华名小吃。岐山臊子面面条细长，臊子鲜香，汤汁鲜红光亮，在关中地区有着非常重要的地位，许多重要场合都离不开臊子面。
,西安,粉汤羊血,1,,https://you.ctrip.com/fooditem/xian7/7756135-p1.html,https://dimg04.c-ctrip.com/images/tg/149/123/095/c744b40b3ddb4776bc520840c7a80069_R_220_140.jpg,粉汤羊血又叫粉汤血豆腐，是陕西地区的汉族传统名吃，分为制血、调料和泡馍三个步骤精制而成。吃粉汤羊血，可以自己掰馍还可以让后厨师傅直接帮忙掰好。粉汤羊血的羊血鲜嫩、粉丝光滑筋软、辣香扑鼻，汤麻辣咸香。
,西安,黄桂柿子饼,0,,https://you.ctrip.com/fooditem/xian7/7756141-p1.html,https://dimg04.c-ctrip.com/images/tg/750/021/424/f8646d9707314fcd99cb982aa3b9122d_R_220_140.jpg,黄桂柿子饼是一种用柿子和面做成的秋冬令小吃。西安黄桂柿子饼，是用临潼县产的“火晶柿子”为原料制作成的。这种柿子的果皮、果肉为橙红色或鲜红色，果粉多且无核，肉质致密多汁，品质极好。是每年秋冬季节时令佳品。回民街的贾家黄桂柿子饼比较正宗。
,西安,西安烤肉,0,,https://you.ctrip.com/fooditem/xian7/10225844-p1.html,https://dimg04.c-ctrip.com/images/100v080000002zwge13F5_R_220_140.jpg,在夏季的西安，各处的夜市里美食街旁随处可见到吃烤肉的人们，一把烤肉配瓶九度，就是当地人美好的夜生活。烤肉这个吃食虽然不是西安人发明的，但是在推向全国的路程上，西安人却是起到了重要的影响。西安的烤肉不只是烤出了花样，并且推动着各个美食街产生了大批的烤肉店。
,西安,饺子,0,,https://you.ctrip.com/fooditem/xian7/24668776-p1.html,https://dimg04.c-ctrip.com/images/100m180000015j30c135B_R_220_140.jpg,饺子作为西安人喜爱的一种面食，有着源远流长的历史，还包含着更岁交子，团圆福禄之意。西安的饺子不仅外形各式各样，内馅儿更是别具一格，虾仁馅儿、蟹黄馅儿等层出不穷，更有搭配酸汤等一起食用，可谓色味俱佳，鲜美细腻。
,西安,擀面皮,0,,https://you.ctrip.com/fooditem/xian7/24193693-p1.html,https://dimg04.c-ctrip.com/images/01054120009mg6y4p3F04_R_220_140.png,擀面皮是陕西关中地区特有的传统名小吃，是从唐代冷淘面演变而来，其面皮选料精良，工艺严谨，调味讲究，以“白、薄、光、软、筋、香”而闻名，凉爽可口。
,西安,米皮,0,,https://you.ctrip.com/fooditem/xian7/24183069-p1.html,https://dimg04.c-ctrip.com/images/0102h120009mgd2ka9D85_R_220_140.png,米皮，起源于陕西西安的一种小吃，以米为主要原料，通过一系列的蒸制加工而成的美食。其色白、光润、皮薄、细软、柔韧，吃起来酸辣可口，别有一番风味。
,西安,油泼面,0,,https://you.ctrip.com/fooditem/xian7/24655133-p1.html,https://dimg04.c-ctrip.com/images/0101o120009mgfl2gFA2B_R_220_140.png,油泼面是陕西传统的特色面食之一，将手工制作的面条在开水中煮熟后捞在碗里，将葱花碎、花椒粉、盐等配料和辣椒面一起平铺在面上，用滚烫的菜油浇在调料上，顿时香气扑鼻。
,南京,鸭血粉丝汤,17,"鸭得堡老鸭粉丝汤(抄纸巷店), 金中鸭血粉丝汤(福建路店), 回味鸭血粉丝汤(湖北路店), 永和园酒楼, 南京大牌档(夫子庙平江府店), 夫子庙小吃广场",https://you.ctrip.com/fooditem/nanjing9/7755691-p1.html,https://dimg04.c-ctrip.com/images/100f180000015elsy4032_R_220_140.jpg,鸭血粉丝汤是南京知名的风味小吃，鸭血粉丝汤主要由鸭血、鸭肠、鸭肝等加入鸭汤和粉丝制成。鲜香美味，爽口宜人。几乎大街小巷都能找到它的踪影。可谓是没吃过鸭血粉丝汤就等于没到过南京。鸭血粉丝汤蛋白质含量高，脂肪含量低，老少皆宜，是不可多得的营养美味佳肴。
,南京,牛肉锅贴,2,"老新隆牛肉锅贴(新街口店), 星空下的白音塔娜烧烤龙虾(集庆门大街店), 清真·西来顺牛肉拉面食府(小卫街店), 李荣兴, 清真马祥兴菜馆(云南北路店), 李记清真馆(打钉巷店)",https://you.ctrip.com/fooditem/nanjing9/7895262-p1.html,https://dimg04.c-ctrip.com/images/tg/925/477/105/e798bf3d5d63445ca58f64de2368399e_R_220_140.jpg,南京牛肉锅贴是金陵八绝之一，也是南京的传统小吃。它以牛肉为馅，加各种配料煎烙，味道鲜美没有腥味。外皮厚度适中，在油锅中煎至金黄，既有脆脆的底部也有柔嫩的边皮。适合大众的口味，是经久不衰的知名小吃。
,南京,盐水鸭,3,"小管烤鸭店, 余杨鸭鸭餐厅, 江宴海鲜大酒店(夫子庙升州路店), 鸭不同盐水鸭, 农民粥铺(南京金奥国际店), 南京金陵饭店·金海湾自助餐厅, 夜上海(荔枝广场店), 清真·金宏兴鸭子店",https://you.ctrip.com/fooditem/nanjing9/7769592-p1.html,https://dimg04.c-ctrip.com/images/100t180000015emun6FEB_R_220_140.jpg,盐水鸭是南京出名的特色卤食，具有鲜、嫩的特色，据说已有上千年的历史，也是南京久负盛名的特产。盐水鸭口味清淡而略带咸味，肥而不腻、鲜嫩味美。来南京就算没时间品尝这美食，也要买一些真空包装的盐水鸭回家去细细品味啊。
,南京,汤包,2,"鸡鸣汤包(狮子桥店), 回味鸭血粉丝汤(湖北路店), 古南都·清真绿柳居菜馆(太平南路店), 百年尹氏汤包(湖南路狮子桥店), 清真马祥兴菜馆(云南北路店), 夫子庙小吃广场, 南京大牌档(夫子庙平江府店)",https://you.ctrip.com/fooditem/nanjing9/7763780-p1.html,https://dimg04.c-ctrip.com/images/tg/136/677/394/9a07c50f8b094747847654bb3608fa01_R_220_140.jpg,南京的汤包小巧玲珑，包子中流露出的汤汁是它独有的特色。汤汁浓郁，皮薄如纸，也不容易破，一口咬下去丰富鲜美的汤汁涌出来，满口都是美味。不过吃的时候也不能操之过急，小心烫到嘴。所以南京人吃小笼包还有一首歌谣，“轻轻移，慢慢提，先开窗，后喝汤”。
,南京,梅花糕,0,"陆氏梅花糕(老门东店), 左师傅梅花糕(童家巷店), 清真·莲湖糕团店(贡院西街店), 瞻园面馆鸭血粉丝汤(老门东店), 朱氏梅花糕",https://you.ctrip.com/fooditem/nanjing9/7907086-p1.html,https://dimg04.c-ctrip.com/images/tg/701/454/017/51b1e3acf66f413db860921d87018898_R_220_140.jpg,梅花糕是江南地区的知名特色风味小吃，南京的梅花糕在制作的基础上加入了元宵、青红果、松子仁等，使其味道更加丰富美味。梅花糕因形如梅花而得名，颜色金黄，松软可口，里料丰富，老少皆宜。
,南京,桂花糖芋苗,0,"清真·莲湖糕团店(贡院西街店), 永和园酒楼, 南京大牌档(德基店)",https://you.ctrip.com/fooditem/nanjing9/7914240-p1.html,https://dimg04.c-ctrip.com/images/tg/030/226/665/4bf00e571b4a45d1874bfce8df90a10d_R_220_140.jpg,桂花糖芋苗是南京知名的传统甜点，也是南京人很爱的一道小吃。选用新鲜芋苗，蒸熟后剥皮，加上特制的桂花糖浆，放在大锅里慢慢熬制。芋苗口感润滑爽口、香甜酥软，搭配红色的桂花汤汁，两者的巧妙结合，吃后唇齿留香。
,南京,皮肚面,1,"易记皮肚面(明瓦廊店), 项记面館(明瓦廊店), 许记大碗皮肚面馆(三条巷店), 项记面馆(文体西路店), 鸿福面馆(科巷店), 丹凤语林(湖南路店)",https://you.ctrip.com/fooditem/nanjing9/7916998-p1.html,https://dimg04.c-ctrip.com/images/tg/685/728/930/b36a917b1fac4106a856a8e5c49ead4a_R_220_140.jpg,皮肚面是南京知名特色名小吃，一碗皮肚面材料丰富，类似于大杂烩一样，有皮肚、猪肝、香肠、肉丝、西红柿、鸡蛋、青菜、木耳等十几种食材。将面条在清汤里下到七成熟后捞出，丢入肉骨熬制的汤里，撒入适量调料，然后放入皮肚、榨菜丝、菜秧、番茄片、肉丝、味精、猪油，煮到沸腾时放入面条，一碗美味的皮肚面就完成了。
,南京,鸭油酥烧饼,2,"鸭得堡老鸭粉丝汤(抄纸巷店), 桂花鸭(中山路店), 朱记小郑酥烧饼(老门东店), 南京香木香羊烤全羊(阳山碑材景区店), 清真马祥兴菜馆(云南北路店)",https://you.ctrip.com/fooditem/nanjing9/7903058-p1.html,https://dimg04.c-ctrip.com/images/tg/716/278/955/532d8c5351714173b245d0f663cd089d_R_220_140.jpg,鸭油酥烧饼是南京的传统小吃，顾名思义是用鸭油提炼出来的凝脂和面烙出的烧饼，其选料、火候、制作都十分讲究，上面布满了香香的芝麻，里面层次分明，入口又香又酥，回味无穷。
,南京,赤豆元宵,0,"邑金陵北京烤鸭店（新世纪广场店）, 韩萍老南京馄饨(红庙店), 江南小镇(砂之船店), 蓝老大糖粥藕店(双塘路店), 江南小镇(中央商场店), 炒螺丝(后宰门店)",https://you.ctrip.com/fooditem/nanjing9/7887626-p1.html,https://dimg04.c-ctrip.com/images/tg/745/478/518/bc8996fd8fd541db97ea9f90c6d0c477_R_220_140.jpg,赤豆元宵是江苏南京的特色美食，赤豆入口绵化，元宵圆子软糯弹牙，汤汁浓稠，再用藕粉勾芡，味道更加香甜浓郁。一碗赤豆元宵下肚，甜蜜感倍增。
,南京,小鱼锅贴,0,"华江饭店自助餐, 第一泉酒家(鼓楼店), 金顺烧鸡公·南京本帮菜(新街口店), 南京龙宫龙虾(卫岗总店), 杨四龙虾(中山南路店)",https://you.ctrip.com/fooditem/nanjing9/7914598-p1.html,https://dimg04.c-ctrip.com/images/tg/958/623/586/ea9620aaa67a44d0a99bbbbec9707e76_R_220_140.jpg,小鱼锅贴是江淮地区知名的汉族小吃，是洪泽湖渔民在因湖而宜的饮食习惯中创造出来的一种独特的佳肴。现在的小鱼锅贴也有了很大的改良，在小鱼锅贴中加入了萝卜丝、芝麻，在锅贴上涂上鱼汤或吃的时候蘸鱼汤，让鱼的鲜美滋味更加深入人心。
,南京,桂花蜜汁藕,0,"桂满陇-天书(南京德基旗舰店), 第一冰糖蜜汁藕(瑞金路店), 南京大牌档(德基店)",https://you.ctrip.com/fooditem/nanjing9/7885983-p1.html,https://dimg04.c-ctrip.com/images/tg/809/010/857/966849570f9e42bf8af02b123e20f618_R_220_140.jpg,桂花蜜汁藕又名桂花糯米藕，是江南地区传统菜式中一道独具特色的中式甜品。将糯米灌在莲藕中，配以桂花酱、大红枣一起精心制作，制作方法简单，可作甜菜，也可作点心，是饭桌上必不可少的一道可口的凉菜。这道菜还含有丰富的营养成分。
,南京,南京烤鸭,0,"清真·金宏兴鸭子店, 全聚德(新街口店), 徐家鸭子店(秦虹南路总店), 章云板鸭(总店), 南京大牌档(德基店)",https://you.ctrip.com/fooditem/nanjing9/7925483-p1.html,https://dimg04.c-ctrip.com/images/100g0k000000c5e3sF97B_R_220_140.jpg,南京烤鸭历史悠久，是南京传统佳肴之一，南京人吃烤鸭讲究皮酥肉嫩、肥而不腻，卤汁纯正。入口的鸭肉弹韧鲜活，一吮满口卤汁，味鲜不油腻。
,南京,小馄饨,2,"勿相忘串串香(水平方店), BEEBOT啤酒瓶子音乐餐吧, 狮王府(新街口友谊店)",https://you.ctrip.com/fooditem/nanjing9/7756419-p1.html,https://dimg04.c-ctrip.com/images/100i0k000000c4cxn96AF_R_220_140.jpg,南京人是出了名的爱馄饨。街头巷尾的馄饨小摊，长年累月生着旺火，煮着馄饨。透薄的皮，肥瘦相间调味恰当的馅，鲜美可口的汤，香辣过瘾的辣油，缺一不可。
,南京,雨花石汤圆,0,,https://you.ctrip.com/fooditem/nanjing9/17381901-p1.html,https://dimg04.c-ctrip.com/images/100e1e000001fnaltC626.gif,雨花石汤圆是江苏传统名小吃之一，属江浙菜中的甜点。汤圆采用四种馅料制作而成，外皮制作时加入了可可粉，使包起来的汤圆有了色彩。煮熟后盛入碗中时，汤圆身上还有波浪形的花纹，犹如雨花石一般。
,南京,板鸭,0,,https://you.ctrip.com/fooditem/nanjing9/15504711-p1.html,https://dimg04.c-ctrip.com/images/0105d120009mirfm2A1B5_R_220_140.png,南京板鸭是用盐卤腌制风干而成，因其肉质细嫩紧密，是南京人爱吃的菜肴之一。板鸭色香味俱全，外形饱满，体肥皮白，肉质细嫩紧密，食之酥香，回味无穷。
,南京,糕团小点,1,,https://you.ctrip.com/fooditem/nanjing9/9764117-p1.html,https://dimg04.c-ctrip.com/images/tg/678/268/126/be071979584e40ed8f8880d4bd5379ee_R_220_140.jpg,江南人嗜甜，所以传统的糕团小点也成了南京的十大特色小吃之一。南京人吃甜食讲究甜而不腻，糯而不粘，方称为甜品之上乘。此外，光口味好还不行，造型色泽还要出众，故而南京的糕团小点大多玲珑小巧，色彩缤纷，入口香甜松软，清香满腔。双色糕、如意糕、千层糕、马蹄糕等等，都是南京随处可见的知名小点。
,南京,炖生敲,0,,https://you.ctrip.com/fooditem/nanjing9/7915902-p1.html,https://dimg04.c-ctrip.com/images/100s1e000001frf584675.gif,是南京酒家四大名菜之一。将鳝鱼活杀去骨后，内脏清理干净，用木棒敲打鳝鱼肉，使肉质松散，之后放入油锅炸至金黄炖制，便因此而得名。炖生敲出锅时，色泽金黄、肉质紧实有弹性，酥烂入味，入口即化，美味至极。
,南京,红烧狮子头,0,,https://you.ctrip.com/fooditem/nanjing9/24653996-p1.html,https://dimg04.c-ctrip.com/images/100u1e000001fkikc3763_R_220_140.png,挑选肥瘦相间的猪肉参照七分瘦肉，三分肥肉的标准剁成肉馅，将葱、姜末、淀粉、胡椒粉、酱油充分拌匀，并摔打至有弹性，做成大小相同的肉丸。将肉丸入油锅炸制后采用砂锅烹煮，出锅时香气扑鼻，咬一口汤汁浓郁肉质鲜美，令人回味无穷。
,南京,东山老鹅,0,,https://you.ctrip.com/fooditem/nanjing9/15634338-p1.html,https://dimg04.c-ctrip.com/images/100a1e000001flv4xB993.gif,是南京传统名菜之一。将鹅剁成块，加入葱、姜、八角，桂皮等香料与土豆块一起红烧，这种独特的烹饪方法早期出自南京江宁的东山镇，所以取名为东山老鹅。出锅时，鹅肉软烂、香味浓郁，十分美味。
,南京,金陵素什锦,0,,https://you.ctrip.com/fooditem/nanjing9/21960636-p1.html,https://dimg04.c-ctrip.com/images/10051e000001fn1rt19EB.gif,金陵素什锦其色泽艳丽，口感清爽，颇受当地人喜爱。采用新鲜时令蔬菜，有菠菜、豆芽、荠菜、胡萝卜、木耳、金针菜等，分别炒熟放入大盆中，加入盐、鸡精等调味，之后再用麻油拌匀，放入冰箱冷藏，食用时盛出即可。
,南京,芦蒿炒香干,1,,https://you.ctrip.com/fooditem/nanjing9/7755729-p1.html,https://dimg04.c-ctrip.com/images/tg/363/154/325/6994a76e69614a6f88fbe1f533846b52_R_220_140.jpg,芦蒿炒香干属金陵菜，颇受食客喜爱的南京名菜之一。因当地人喜食芦蒿，所以便有了这道清香爽口的佳肴。主要食材有芦蒿杆儿尖和豆腐干，锅热后少许油下葱花爆香，放入食材，加入少许盐、生抽炒熟即可。
,南京,腊味煎锅巴,0,,https://you.ctrip.com/fooditem/nanjing9/24284543-p1.html,https://dimg04.c-ctrip.com/images/100e1e000001fnalo6300.gif,将糯米洗净蒸熟，放入平底锅内一边用小火煎制，一边不停地晃动炒锅，待糯米一面呈金黄时，取出修整边缘，切成三角形大块。之后将修整好的锅巴正反两面交叉摆入盘中，放入蒸熟的咸肉、腊肠，再将蒸咸肉、腊肠时产生的汁水淋在煎好的糯米锅巴上，用葱丝或胡萝卜丝装饰即可，其外形精致，酥香爽口，令人十分满足。
,苏州,枫镇大面,1,"朱洪元苏式面馆(绿宝广场店), 同得兴精品面馆(十全街店), 原怡园面馆(西北街店), 同得兴精品面馆(嘉馀坊店), 裕兴记(演艺中心店)",https://you.ctrip.com/fooditem/suzhou11/8120138-p1.html,https://dimg04.c-ctrip.com/images/tg/045/483/781/13d0f38f9ff64605ae690c82fcb78a86_R_220_140.jpg,枫镇大面的面汤鲜滑，香味醇厚，因为吊汤的时候除了常见的肉骨、鳝骨外，还加入了虾脑、螺蛳肉等。大面的浇头是一块白色的焖肉，制作工序复杂，靠盐调味，完全不用酱油，因此汤底也显得澄清，白汤大面的叫法也是由此而来。
,苏州,松鼠桂鱼,43,"伴园私房菜(平江路总店), 园外楼饭店餐厅, 量子制造·馋源(斜塘老街店), 80苏小馆江浙菜(金鸡湖商业广场店), 俏江南(苏州李公堤店)",https://you.ctrip.com/fooditem/suzhou11/7755644-p1.html,https://dimg04.c-ctrip.com/images/tg/669/112/064/9ffe690cd47a4ead90c46b4a9279ec8f_R_220_140.jpg,松鼠桂鱼的前身是松鼠鱼，已有多年历史。松鼠桂鱼多以桂鱼为原料，色泽酱红，外脆内嫩，甜酸适口，色、香、味俱全，令人垂涎欲滴。
,苏州,阳澄湖大闸蟹,0,"1999一鼎阁蟹舫·水上餐厅(巴城店), 倪家苑农家乐(阳澄湖莲花岛店), 湖畔食上(阳澄湖莲花岛店), 苏州莲花岛湖中家园休闲农庄·大闸蟹, 山水蟹庄·阳澄湖农家菜·蟹全友(巴城蟹舫苑店)",https://you.ctrip.com/fooditem/suzhou11/7760676-p1.html,https://dimg04.c-ctrip.com/images/tg/692/798/722/d760faa286a84f00995af07fceac54dc_R_220_140.jpg,阳澄湖大闸蟹是苏州的不得不吃的美味，历来被称为蟹中之冠。有“九雌十雄”一说法，农历9月的雌蟹、10月的雄蟹是最好吃的，母蟹成熟时，油多味香，公蟹成熟时，它的膏白粘嘴，滋味鲜美。清蒸和水煮是最为常见的吃法，将蟹逐只洗净后用细绳捆绑，上蒸笼蒸熟，以葱花、姜末、醋、糖调和作为蘸料蘸着吃，原汁原味，这是清蒸；将大闸蟹投入冷水，水中加盐粒、姜片、黄酒等，大火煮开后取出蘸料吃，便是水煮。
,苏州,生煎,27,"哑巴生煎(临顿路店), 金海华·赫本时光(现代传媒广场店), 黄天源糕团(三香路店), 鑫震源·苏式大虾生煎(彩香店), 哑巴生煎(苏安新村店)",https://you.ctrip.com/fooditem/suzhou11/7756047-p1.html,https://dimg04.c-ctrip.com/images/tg/736/033/207/a118e4c1998e4f9d8a43e871143a1a38_R_220_140.jpg,生煎，也叫生煎馒头，是一道常见的风味小吃。生煎皮酥、汁浓、肉香，因而倍受喜爱。生煎上面撒上了一层碧绿的葱花和清香的芝麻，轻咬一口，令人唇齿留香。
,苏州,赤豆圆子,0,"吴记小园楼(西北街店), 乾苏铁棍馄饨(十全街店), 永利人家(新区店)",https://you.ctrip.com/fooditem/suzhou11/7889655-p1.html,https://dimg04.c-ctrip.com/images/100a0k000000c3ywy95A2_R_220_140.jpg,苏州传统小吃点心，赤豆糊糊加糯米小圆子，一红一白好似红色丝绒上散落的珍珠一般。吃时随意搅拌一下，口口香甜滋润，软糯Q弹。
,苏州,响油鳝糊,3,"小欢喜(南新路店), 园外楼饭店餐厅, 隐庐居私房菜•超声波红油龙虾(金鸡湖广场店), 老阊门菜馆(山塘街店), 湖畔荣记",https://you.ctrip.com/fooditem/suzhou11/7756440-p1.html,https://dimg04.c-ctrip.com/images/tg/665/953/176/a69aa9b895d640bd9de7c03777f99e8a_R_220_140.jpg,响油鳝糊有名就在于“响油”上，鳝糊被端上桌后盘中的油还会噼啪作响。这道菜品需要取活的鳝经沸水烫泡后，划出鳝丝，将炒锅内烧至七成热，放入葱花和鳝丝爆炒，再淋上醋后把鳝鱼倒入盘中撒上胡椒粉即可。
,苏州,桂花鸡头米,6,"金海华·苏SHOW(李公堤旗舰店), 福朋喜来登酒店聚味轩中餐厅, 翰尔·洪登记(平江路店), 鹤园苏帮菜(平江路店), 吴门人家(狮子林店)",https://you.ctrip.com/fooditem/suzhou11/7755682-p1.html,https://dimg04.c-ctrip.com/images/tg/762/332/838/10b463a987964ff7afc6fa6d1672a5e6_R_220_140.jpg,桂花鸡头米是苏州的传统甜点，鸡头米也称为芡实。桂花鸡头米，用鸡头肉、桂花糖、绵白糖为主辅原料，制成后香甜可口，是当地老百姓十分喜爱的甜品。
,苏州,糖粥,1,"七里山塘, 大郎桥瑞陆糖粥(小太平巷店), 新梅华(新区永旺店), 笃笃笃糖粥(十全街店), 吴门人家(狮子林店), 品芳(平江路店)",https://you.ctrip.com/fooditem/suzhou11/7953293-p1.html,https://dimg04.c-ctrip.com/images/tg/506/620/630/3e09d3c01dbf4c6a85402313508958b4_R_220_140.jpg,苏州的糖粥是颇有名气的，亦称红豆粥。加了赤砂糖的糯米粥盛入碗中，放入豆沙搅拌，然后再撒上一把干桂花，入口热、甜、香、糯。
,苏州,太湖三白,3,"南华小馆·新苏味(腾飞店), 得月楼(李公堤店), 明月湾农家乐, 外婆印象休闲农庄(东山店), 陈记农家乐·苏州农家菜·红烧河鳗",https://you.ctrip.com/fooditem/suzhou11/7755732-p1.html,https://dimg04.c-ctrip.com/images/tg/726/045/602/2c7d6ff80af64f799778cf7163acb0ba_R_220_140.jpg,苏州太湖颇为出名的特产莫过于太湖三白：白鱼、白虾和银鱼。烧法多为清蒸白灼，强调保持食材的原味。太湖白鱼，细骨细鳞，肉质很细嫩；白虾，生长在太湖开阔的水域，体色透明，肉质鲜美，营养价值甚高；而太湖银鱼柔软无骨，通常会在烹制前，用水浸一下。
